loss,accuracy,val_loss,val_accuracy,lr
6.469170093536377,0.077674999833107,4.050405979156494,0.12999999523162842,0.001
3.379119873046875,0.16339999437332153,2.9057254791259766,0.23100000619888306,0.001
2.8947033882141113,0.21674999594688416,2.673616409301758,0.26339998841285706,0.001
2.778564929962158,0.22849999368190765,2.592822551727295,0.2824999988079071,0.001
2.7346887588500977,0.23947499692440033,2.775928258895874,0.24799999594688416,0.001
2.719696521759033,0.2433999925851822,2.52457857131958,0.29420000314712524,0.001
2.691819429397583,0.25440001487731934,2.511934757232666,0.3073999881744385,0.001
2.6839077472686768,0.25929999351501465,2.5105910301208496,0.3084000051021576,0.001
2.6590523719787598,0.2659749984741211,2.5039148330688477,0.30480000376701355,0.001
2.635903835296631,0.274275004863739,2.5135600566864014,0.30790001153945923,0.001
2.6018447875976562,0.27684998512268066,2.4640727043151855,0.3278999924659729,0.00090483745
2.5576400756835938,0.2915250062942505,2.3714001178741455,0.3400999903678894,0.0008187308
2.503633499145508,0.30137500166893005,2.40201473236084,0.33660000562667847,0.0007408183
2.4578046798706055,0.3145500123500824,2.4049465656280518,0.3246999979019165,0.0006703201
2.418674945831299,0.3217250108718872,2.2739012241363525,0.36010000109672546,0.00060653075
2.373863458633423,0.33184999227523804,2.2976624965667725,0.36070001125335693,0.00054881175
2.3317713737487793,0.3425999879837036,2.1799495220184326,0.3880000114440918,0.0004965854
2.296557903289795,0.35052499175071716,2.1954610347747803,0.38420000672340393,0.00044932903
2.262768507003784,0.3605499863624573,2.217190742492676,0.3785000145435333,0.0004065697
2.2278213500976562,0.36660000681877136,2.0393319129943848,0.42660000920295715,0.0003678795
