loss,accuracy,val_loss,val_accuracy,lr
4.127917289733887,0.1743749976158142,3.3419528007507324,0.17800000309944153,0.001
2.930797576904297,0.21767500042915344,3.0562164783477783,0.17159999907016754,0.001
2.7936503887176514,0.2399500012397766,3.27701473236084,0.20829999446868896,0.001
2.721902370452881,0.25587499141693115,2.693618059158325,0.25519999861717224,0.001
2.6456196308135986,0.27242499589920044,2.6636688709259033,0.28610000014305115,0.001
2.6036202907562256,0.27767500281333923,2.574131727218628,0.28110000491142273,0.001
2.5547871589660645,0.2917500138282776,2.4186973571777344,0.3260999917984009,0.001
2.5291216373443604,0.29660001397132874,2.900639772415161,0.25119999051094055,0.001
2.507117748260498,0.3052999973297119,2.393233299255371,0.3337000012397766,0.001
2.4708893299102783,0.31075000762939453,2.8034119606018066,0.24549999833106995,0.001
2.4250991344451904,0.3154749870300293,2.2849581241607666,0.3578999936580658,0.00090483745
2.3722236156463623,0.3306500017642975,2.434795379638672,0.3244999945163727,0.0008187308
2.3395986557006836,0.3349500000476837,2.2824885845184326,0.3596000075340271,0.0007408183
2.2991483211517334,0.3453499972820282,2.1384518146514893,0.3953999876976013,0.0006703201
2.2711501121520996,0.3521749973297119,2.2596240043640137,0.36320000886917114,0.00060653075
2.230780601501465,0.361175000667572,2.437826633453369,0.3253999948501587,0.00054881175
2.2000863552093506,0.3698999881744385,2.230036735534668,0.382099986076355,0.0004965854
