loss,accuracy,val_loss,val_accuracy,lr
3.077937602996826,0.0674000009894371,2.9346466064453125,0.07840000092983246,0.001
2.906005859375,0.08865000307559967,2.875406503677368,0.10189999639987946,0.001
2.822059154510498,0.12102500349283218,2.7420496940612793,0.15189999341964722,0.001
2.667306661605835,0.17567500472068787,2.5999457836151123,0.20319999754428864,0.001
2.5122907161712646,0.2324499934911728,2.507314682006836,0.22910000383853912,0.001
2.416008234024048,0.26030001044273376,2.4288980960845947,0.2531999945640564,0.001
2.3462164402008057,0.2811500132083893,2.405890464782715,0.2630000114440918,0.001
2.2933785915374756,0.298675000667572,2.3649637699127197,0.2770000100135803,0.001
2.2463719844818115,0.31255000829696655,2.357051134109497,0.2802000045776367,0.001
2.2088732719421387,0.3209500014781952,2.324493885040283,0.2858999967575073,0.001
2.160959243774414,0.336650013923645,2.3178493976593018,0.2953000068664551,0.00090483745
2.123300313949585,0.3481749892234802,2.301053047180176,0.3021000027656555,0.0008187308
2.0829193592071533,0.3575249910354614,2.2779173851013184,0.3037000000476837,0.0007408183
2.0462000370025635,0.36832499504089355,2.295292615890503,0.3070000112056732,0.0006703201
2.0140116214752197,0.3792249858379364,2.285825252532959,0.301800012588501,0.00060653075
1.9827265739440918,0.3858250081539154,2.304271936416626,0.3059999942779541,0.00054881175
