loss,accuracy,lr
2.05532169342041,0.415205717086792,0.001
1.9961594343185425,0.4409622251987457,0.001
1.931381106376648,0.46337655186653137,0.001
1.8911668062210083,0.47530418634414673,0.001
1.8527964353561401,0.4877921938896179,0.001
1.821389079093933,0.49991995096206665,0.001
1.7847983837127686,0.5077449679374695,0.001
1.764197826385498,0.5161903500556946,0.001
1.7340080738067627,0.526637077331543,0.001
1.703277587890625,0.535282552242279,0.001
1.6451765298843384,0.5507324934005737,0.00090483745
1.5812222957611084,0.5695244669914246,0.0008187308
1.5102399587631226,0.586155116558075,0.0007408183
1.4378442764282227,0.6042467355728149,0.0006703201
