loss,accuracy,val_loss,val_accuracy,lr
2.9525327682495117,0.07192499935626984,2.9008166790008545,0.07530000060796738,0.001
2.8513920307159424,0.10334999859333038,2.821289539337158,0.1103999987244606,0.001
2.722691059112549,0.1616249978542328,2.67571759223938,0.17430000007152557,0.001
2.5935885906219482,0.20777499675750732,2.5668487548828125,0.21320000290870667,0.001
2.4998319149017334,0.23074999451637268,2.516638994216919,0.23649999499320984,0.001
2.420114517211914,0.2617749869823456,2.4371070861816406,0.25519999861717224,0.001
2.3594954013824463,0.27617499232292175,2.386092185974121,0.27090001106262207,0.001
2.3091983795166016,0.2939999997615814,2.3449935913085938,0.27900001406669617,0.001
2.267510175704956,0.3033750057220459,2.32529354095459,0.28780001401901245,0.001
2.239166021347046,0.3129499852657318,2.3260951042175293,0.29159998893737793,0.001
2.191758155822754,0.3260749876499176,2.2850236892700195,0.29820001125335693,0.00090483745
2.15311336517334,0.336124986410141,2.2728374004364014,0.30720001459121704,0.0008187308
2.111915349960327,0.34942498803138733,2.237513780593872,0.31610000133514404,0.0007408183
2.0757696628570557,0.35850000381469727,2.263981819152832,0.3147999942302704,0.0006703201
2.0448484420776367,0.36980000138282776,2.239835023880005,0.3192000091075897,0.00060653075
2.0163209438323975,0.37622499465942383,2.2377970218658447,0.32269999384880066,0.00054881175
