loss,accuracy,lr
3.5977587699890137,0.15123678743839264,0.001
2.6544625759124756,0.2314281165599823,0.001
2.5338523387908936,0.2628082036972046,0.001
2.4667253494262695,0.28560277819633484,0.001
2.423139810562134,0.29831090569496155,0.001
2.3895797729492188,0.31113913655281067,0.001
2.363713026046753,0.31840378046035767,0.001
2.3388376235961914,0.32556837797164917,0.001
2.3265695571899414,0.331492155790329,0.001
2.3068161010742188,0.33841657638549805,0.001
2.2723283767700195,0.3459413945674896,0.00090483745
2.2261404991149902,0.35548752546310425,0.0008187308
2.1895523071289062,0.3641930818557739,0.0007408183
2.1495184898376465,0.3774215579032898,0.0006703201
